Date,Commit,findings
2022-10-13 10:42:39-07:00,defee644730d8d474682a523c4546bfad099c03f,415
2022-10-15 11:29:34-07:00,9ae07ce2cdb5c7c093abbe63cf2d23d0abb5e856,415
2022-10-18 10:43:59-07:00,47322f3da67d29380ec7f16381f32d1f0cf9472f,415
2022-10-22 08:50:07-07:00,70ae4327cdf0190e727faa3dd4c5b3e672b254e7,415
2022-10-22 11:31:25+02:00,f6e00cd5302f888f8d6997f343f2eacda88c5281,415
2022-10-24 13:56:06-07:00,a2b80dedfe30c008f2b51cb997ae7b2682d8cbb7,415
2022-10-30 10:34:37-07:00,0815fd8a486f3f343e787e9516882340e566195b,415
2022-11-02 08:58:08+01:00,a386bcbfdaf9511bcd9936ffa007da9484135732,415
2022-11-07 10:32:51+01:00,36aa4cbbb7149ae33f7976d86d4def2b52c2874e,415
2022-11-08 15:47:28-08:00,1b18524993757f5712c22754a635920c9edb0f0d,415
2022-11-11 08:38:41+01:00,3872da292bdb87030485622f2bd104d96ca13876,415
2022-11-13 09:35:02-08:00,952d4f9906896f4d6f2afe6ad0d859d7d02e6323,415
2022-11-16 09:50:51+01:00,85dc040c7042537a1c3db9ede398e991d2fdf6ee,415
2022-11-17 08:13:41-08:00,aa1c5ec929eff5e1dc937bf1bd99b77772b40652,415
2022-11-19 10:53:58+01:00,0039dc0818852b326fd2bbc2b196efb6867eb4b6,414
2022-11-20 07:51:48-08:00,43a4daf6533e006aec1f05635db1c8d1d9a10ba3,412
2022-11-22 13:32:08+00:00,d8da52694f9e52d6dca3820409fc99585c722abd,412
2022-11-25 18:05:40+01:00,86786b035c226276792068c66d0a8ae7468d33b6,412
2022-11-26 07:06:38-08:00,7c67e671d3266ad588584381af7722f44c785e41,411
2022-12-02 08:12:33-08:00,c9718f4d93ec16d5098ecd2ded813e7e477bceec,411
2022-12-06 13:35:51+00:00,6065ba9641365cc2e8a860aa02a3efab5ec0c2fa,411
2022-12-08 20:58:46+00:00,7ff56d9ecce68b7b9c60413cc683ba0d7f77aeae,411
2022-12-10 06:14:40-08:00,5e1e268972e305f2e6564e72ea6214bd017ecfd6,411
2022-12-13 11:35:03-08:00,49f4dc34c04cf3b35386534e7d93475d3b12f1c7,411
2022-12-17 08:31:29-08:00,0ddfd46d485ea943aab9b7d7bb9a0a945f07a481,411
2022-12-20 13:36:10+00:00,c03ccfd0c3b34b8b9ee4720b92bed121d619610f,411
2022-12-26 13:58:33+01:00,57d4320a39038619e8932b13562cbbc3a1024a7b,411
2022-12-29 11:28:38+00:00,f81a7c121d81adca87b7d141634c4bda80351755,411
2022-12-30 20:23:26+00:00,ce4f9debf838cb3de7145276a5eb49e72794ef17,411
2023-01-02 18:10:23+00:00,a6d542509799d1b70610406c7750f2440c44e8b2,413
2023-01-05 13:17:02+00:00,fbc5133ec3d6446460781fdea4d72ec70371a0e1,413
2023-01-13 15:52:43+01:00,388f86d7cd1e0c36b50e62f974b8fc35f27e1cf3,413
2023-01-16 20:32:29+01:00,4602160a5c3906918454af6a914930ddf694767b,413
2023-01-20 00:07:32-08:00,5755957b3ab2f2826edea20660b2a82f7537f456,412
2023-01-26 10:09:59+01:00,20b84325508163f4ef9194d5bb50f5f54404ad3c,412
2023-02-02 19:45:23+01:00,33b489ca804d430b44058f685cddf8fef9172da4,412
2023-02-06 15:01:33-07:00,2ebd35b39a074b9ae1c7d3c1b1f02eb7e4eb2d66,412
2023-02-11 17:19:16-07:00,61d568927197068f5b96d05ff1f560b5e9c9b215,412
2023-02-14 12:43:56+00:00,f8e69628ac8048b6d50f9f111a3b183507b47a12,412
2023-02-18 06:42:02-07:00,22ade92da5927bf0d79be63b61f8af39b8ec8739,412
2023-02-23 07:59:00+00:00,b70f4cb5892bd6059a45b5f156f019ce572adb08,412
2023-02-26 18:48:11-05:00,f0be0ca01f98f36c4f1a54edec87de251255e64c,412
2023-03-10 22:03:12+00:00,acc8d150229f8a5a8c2e43d32b24a9628c4d1404,412
2023-03-12 10:36:40+01:00,5b6e14dfe3ddd1488baa759cfd4124f01137a095,411
2023-03-12 22:26:37+00:00,e563e8584d9462e28aa826d47d083d07aea60aa3,411
2023-03-14 12:46:50+00:00,45542cc65b17650942214f4e983ec658172cb16a,411
2023-03-17 09:35:34+00:00,a2bfc38c30468c4c79c93719844df94700633cee,411
2023-03-17 13:25:07+00:00,38d3a27528b465ea7331e254d3dd4820374c5a87,411
2023-03-20 10:53:11+01:00,2478e1f2b235de93b84a1fc664110cd883aad8f4,411
2023-03-28 10:26:13+02:00,9666614deed1c0be39e397823a22749407581b86,411
2023-04-01 13:55:22-06:00,50cc038a298a0050dc4cc71f710d9c25ccc17195,411
2023-04-04 12:49:53+00:00,86cc5c7ed7121493103f509676056450010d0228,411
2023-04-05 23:53:55-07:00,dffc122029c3defe62152ced34af6276fc32025f,411
2023-04-08 08:05:17-07:00,65c41af7f941a08288e6362cd720fa480d9fb3cb,411
2023-04-10 11:36:15+02:00,114acb1bec77b795e2440d32d03191e4d5e2e790,411
2023-04-11 10:49:20-07:00,c6ef68357ffc1ab6e46b568407e6592dc3b250af,411
